english,urdu
There will circulate among them young boys made eternal,ان کے گرد لیے پھریں گے ہمیشہ رہنے والے لڑکے
"- Oh, ho, ho! She's a lively one! Where did you find her?",۔ ؂ یہ بہت پیاری ہے۔ تمہیں کہاں سے ملی؟
"He said: Hast come to drive us out from our land by thy magic, O Moses?",اور کہا اے موسیٰ! کیا تم اس لئے ہمارے پاس آئے ہو کہ اپنے جادو کے زور سے ہمیں ہماری سرزمین سے نکال دو؟
Now I'll have to go down.,اب میں گر ہے.
"Say: 'In the Bounty of Allah and His Mercy let them rejoice, it (the Koran) is better than that which they hoard'",آپ کہہ دیجئے کہ بس لوگوں کو اللہ کے اس انعام اور رحمت پر خوش ہونا چاہئے۔ وه اس سے بدرجہا بہتر ہے جس کو وه جمع کر رہے ہیں
"It will then be said to them, “Where are the partners you used to appoint?” –",پھر ان سے فرمایا جائے گا کہاں گئے وہ جو تم شریک بناتے تھے
I'll tell you everything you wanna know.,میں تم جانتے ہو سب کچھ بتا دے گا.
"that they might eat of its fruits. It was not their hands that made them. Will they not, then, give thanks?",تاکہ یہ اس کے پھل کھائیں یہ سب کچھ ان کے اپنے ہاتھوں کا پیدا کیا ہوا نہیں ہے پھر کیا یہ شکر ادا نہیں کرتے؟
- You know what you must do. - Our wealth must be kept safe.,؂ آپ کو معلوم ہے کہ کیا کرنا ضروری ہے۔ ؂ ہماری دولت محفوظ رہنی چاہئے۔
who whispers in the breasts of men,جو لوگوں کے دلوں میں وسوسے ڈالتا ہے
"And from the cattle, some for burdens, some spread on the earth; eat of the sustenance which Allah has bestowed upon you, and do not follow the footsteps of the devil; undoubtedly he is your open enemy.",پھر وہی ہے جس نے مویشیوں میں سے وہ جانور بھی پیدا کیے جن سے سواری و بار برداری کا کام لیا جاتا ہے اور وہ بھی جو کھانے اور بچھانے کے کام آتے ہیں کھاؤ اُن چیزوں میں سے جو اللہ نے تمہیں بخشی ہیں اور شیطان کی پیرو ی نہ کرو کہ وہ تمہارا کھلا دشمن ہے
"And Allah has made for you mates (and companions) of your own nature, and made for you, out of them, sons and daughters and grandchildren, and provided for you sustenance of the best: will they then believe in vain things, and be ungrateful for Allah's favours?-",اور اللہ نے تمہارے لیے تمہاری جنس سے عورتیں بنائیں اور تمہارے لیے تمہاری عورتوں سے بیٹے اور پوتے نواسے پیدا کیے اور تمہیں ستھری چیزوں سے روز ی دی تو کیا جھوٹی بات پر یقین لاتے ہیں اور اللہ کے فضل سے منکر ہوتے ہیں،
"The education system in Pakistan has many flaws, but the APS system tries to offer affordable education, prioritizes holistic development, rigorous teacher training, incredibly well-developed handbooks, and agile curriculum development. I got all this information from their website, which they present as a ""resource for teaching and learning as well as a forum for parents to become a part of the learning triangle. """,پاکستان کے تعلیمی نظام میں بہت سے جھول ہیں لیکن اے پی ایس کم اخراجات میں بہترین تعلیمی سہولیات مہیا کرنے کی بھرپور کوشش کررہاہے ،ویب سائٹ دیکھ کر اندازہ ہورہا ہے کہ اے پی ایس ایک جامع اور مکمل تعلیمی نظام مہیا کررہا ہے ،،جس میں نہ صرف طالبعلم بلکہ اساتذہ اور والدین بھی مستفید ہورہے ہیں۔
"Our blessed parabolani,..",ہمارے چرچ کے کارکن مبارک
"However, depending on how candid you are here today,",اگر تم نے سارے صحیح جواب دیے تو تو آج ہو سکتا ہے کہ
"That is God, your true Lord. What is there, besides the truth, but error? How then can you turn away?""",پس یہی (عظمت و قدرت والا) اللہ ہی تو تمہارا سچا رب ہے، پس (اس) حق کے بعد سوائے گمراہی کے اور کیا ہوسکتا ہے، سو تم کہاں پھرے جارہے ہو،
Do not know anyone who can leave it for a few days?,جو کوئی بھی کر سکتے ہیں نہیں جانتے کیا چند دنوں کے لئے اسے چھوڑ دیتا ہے؟
"And when they are told, ""Believe as other people have believed,"" they say, ""Are we to believe just as fools believe?"" Surely they are the fools, even though they do not realize it.",اور جب ان سے کہا جاتا ہے کہ اور لوگوں (یعنی صحابہ) کی طرح تم بھی ایمان لاؤ تو جواب دیتے ہیں کہ کیا ہم ایسا ایمان ﻻئیں جیسا بیوقوف ﻻئے ہیں، خبردار ہوجاؤ! یقیناً یہی بیوقوف ہیں، لیکن جانتے نہیں
"And if you fear that you cannot act equitably towards orphans, then marry such women as seem good to you, two and three and four; but if you fear that you will not do justice (between them), then (marry) only one or what your right hands possess; this is more proper, that you may not deviate from the right course.",اور اگر تمہیں یہ خوف ہو کہ تم یتیموں کے ساتھ انصاف نہیں کر سکوگے۔ تو جو عورتیں تمہیں پسند ہوں ان سے نکاح کر لو دو دو، تین تین، چار چار سے اور اگر تمہیں اندیشہ ہو کہ (ان کے ساتھ) عدل نہ کر سکوگے تو پھر ایک ہی (بیوی) کرو۔ یا جو تمہاری ملکیت میں ہوں (ان پر اکتفا کرو) یہ زیادہ قریب ہے اس کے کہ بے انصافی نہ کرو۔ (ایک ہی طرف نہ جھک جاؤ)۔
She's having lunch with your sister today.,وہ آج اپنی بہن کے ساتھ دوپہر رہا ہے.
- Where is money? - I don't know.,پیسے کہاں ہیں نہیں جانتا
The family's name is Sayeed.,اس کا خاندانی نام ہے ' سعید '
"-Please tell me if he`s alive, sir.",وہ زندہ ہے تو، صاحب براہ مہربانی مجھے بتاو.
"O you who have been given the Book! believe that which We have revealed, verifying what you have, before We alter faces then turn them on their backs, or curse them as We cursed the violaters of the Sabbath, and the command of Allah shall be executed.",اے کتاب والو! ایمان لاؤ اس پر جو ہم نے اتارا تمہارے ساتھ والی کتاب کی تصدیق فرماتا قبل اس کے کہ ہم بگاڑ دیں کچھ مونہوں کو تو انہیں پھیر دیں ان کی پیٹھ کی طرف یا انہیں لعنت کریں جیسی لعنت کی ہفتہ والوں پر اور خدا کا حکم ہوکر رہے،
Why you holdin' up my transport?,کیوں تم نے میری نقل و حمل اپ 'holdin؟
"But when the truth came to them from Us, they said, ""Why was he not given like that which was given to Moses?"" Did they not disbelieve in that which was given to Moses before? They said, ""[They are but] two works of magic supporting each other, and indeed we are, in both, disbelievers.""",جب ہماری طرف سے ان کے پاس حق آگیا (آخری برحق رسول آگیا) تو کہنے لگے اس (رسول) کو وہ کچھ کیوں نہ دیا گیا جو موسیٰ کو دیا گیا تھا کیا انہوں نے اس کا انکار نہیں کیا تھا؟ وہ کہتے ہیں کہ یہ دونوں جادوگر ہیں جو ایک دوسرے کی مدد کرتے ہیں اور کہتے تھے کہ ہم ہر ایک کے منکر ہیں۔
All the bad aspects of these (the above mentioned things) are hateful to your Lord.,ان سب باتوں میں سے ہر بری بات اللہ کو سخت ناپسند ہے۔
"'Son of my mother,' Aaron said, 'take me not by the beard, or the head! I was fearful that thou wouldst say, ""Thou hast divided the Children of Israel, and thou hast not observed my word.""",کہنے لگے کہ بھائی میری ڈاڑھی اور سر (کے بالوں) کو نہ پکڑیئے۔ میں تو اس سے ڈرا کہ آپ یہ نہ کہیں کہ تم نے بنی اسرائیل میں تفرقہ ڈال دیا اور میری بات کو ملحوظ نہ رکھا
"Your creation and your upraising are as but as a single soul. God is All-hearing, All-seeing.",تم سب کو پیدا کرنا اور تم سب کو (مرنے کے بعد) اٹھانا (قدرتِ الٰہیہ کے لئے) صرف ایک شخص (کو پیدا کرنے اور اٹھانے) کی طرح ہے۔ بیشک اﷲ سننے والا دیکھنے والا ہے،
"those who followed will say, ""If we could only return to the world, we would disown them as they have disowned us."" God will thus show them their actions as a cause of bitter regret and remorse. They shall never emerge from the Fire.",اور وہ لوگ جو دنیا میں اُن کی پیروی کرتے تھے، کہیں گے کہ کاش ہم کو پھر ایک موقع دیا جاتا تو جس طرح آج یہ ہم سے بیزاری ظاہر کر رہے ہیں، ہم اِن سے بیزار ہو کر دکھا دیتے یوں اللہ اِن لوگوں کے وہ اعمال جو یہ دنیا میں کر رہے ہیں، ان کے سامنے اِس طرح لائے گا کہ یہ حسرتوں اور پشیمانیوں کے ساتھ ہاتھ ملتے رہیں گے مگر آگ سے نکلنے کی کوئی راہ نہ پائیں گے
We must have total control of the situation.,ہم نے صورت حال کی کل کنٹرول ہے.
No one has ever touched!,22،712 اس کے والدین بہت غریب ہیں. وہ مسز Gertrude جنوب میں دیکھا گیا تھا.
"Praise be to Allah, Lord of the Worlds,",سب خوبیاں اللہ کو جو مالک سارے جہان والوں کا،
"Most surely in the creation of the heavens and the earth and the alternation of the night and the day, and the ships that run in the sea with that which profits men, and the water that Allah sends down from the cloud, then gives life with it to the earth after its death and spreads in it all (kinds of) animals, and the changing of the winds and the clouds made subservient between the heaven and the earth, there are signs for a people who understand.",بیشک آسمانوں اور زمین کی پیدائش اور رات و دن کا بدلتے آنا اور کشتی کہ دریا میں لوگوں کے فائدے لے کر چلتی ہے اور وہ جو اللہ نے آسمان سے پانی اتار کر مردہ زمین کو اس سے جِلا دیا اور زمین میں ہر قسم کے جانور پھیلائے اور ہواؤں کی گردش اور وہ بادل کہ آسمان و زمین کے بیچ میں حکم کا باندھا ہے ان سب میں عقلمندوں کے لئے ضرور نشانیاں ہیں،
