english,urdu
is se pehle ye laazim nahin aata ke aayaat naazil bhi isi mauqa per hui theen.,اس سے یہ لازم نہیں آتا کہ آیات نازل بھی اسی موقع پر ہوئی تھیں۔
Anees sau sintalis mein woh patiala mein akali dil ke secretary muntakhab hue.,انیس سو سینتالیس میں وہ پٹیالہ میں اکالی دل کے سیکرٹری منتخب ہوئے۔
Quran padhte suna aur use ajeeb wa ghareeb paaya to apne saathiyon ko bataya aur wo Musalman ho gaye.,قرآن پڑھتے سنا اور اسے عجیب و غریب پایا تو اپنے ساتھیوں کو بتایا اور وہ مسلمان ہو گئے۔
"ye Delhi ke qarb wa jwaar, maghribi Uttar Pradesh, junoobi Uttarakhand ke ilaaqon mein boli jaati hai.",یہ دہلی کے قرب و جوار، مغربی اترپردیش، جنوبی اتراکھنڈ کے علاقوں میں بولی جاتی ہے۔
bahut se jaanwar zamana qadeem se auzaar istemaal karte chale aa rahe hain jaisa ki Misri gidh ka patthar phenk ki shatur-murgh ke ande todna.,بہت سے جانور زمانہ قدیم سے اوزار استعمال کرتے چلے آ رہے ہیں جیسا کہ مصری گدھ کا پتھر پھینک کہ شترمرغ کے انڈے توڑنا۔
(muhammad ayaz baig ibne mirza shehzad baig ibne mirza abdullah baig ibne mirza jawahir baig ibne mirza imam baig ibne mirza wali baig).,(محمد ایاز بیگ ابن مرزا شہزاد بیگ ابن مرزا عبد اللہ بیگ ابن مرزا جواہر بیگ ابن مرزا امام بیگ ابن مرزا ولی بیگ)۔
"2008 mein charlie: A Life Nami kitaab par tabsarah mein martin Saif ney tehreer ""kiya,"" chaplin sirf bara nahi tha, woh deohaikal tha.","2008ء میں چارلی: اے لائف نامی کتاب پر تبصرہ میں مارٹن سیف نے تحریر کیا، ""چیپلن صرف بڑا نہیں تھا، وہ دیوہیکل تھا۔"""
Gul botay: Bharat ke shehar Mumbai se shaya honay wala bachon ka urdu risala hai.,گل بوٹے : بھارت کے شہر ممبئی سے شائع ہونے والا بچوں کا اردو رسالہ ہے۔
talmeeh ke laghwi maani hain ishaarah karna.,تلمیح کے لغوی معنی ہیں اِشارہ کرنا۔
"sino-japani jung jo 1937 se 1945 (doosri jung azeem ka hissa) tak jari rahi, ne nationalist aur communist ko muttahid hone per majboor kiya.",سینو جاپانی جنگ جو 1937ء سے 1945ء (دوسری جنگ عظیم کا حصہ) تک جاری رہی، نے نیشنلسٹ اور کمیونیسٹ کو متحد ہونے پر مجبور کیا۔
madfan-hajoon qabristan hai.,مدفنحجون قبرستان ہے۔
"rozana ke maliyati akhbar ki haisiyat se us ka sab se bada harif london, bartaniya se shaye",روزانہ کے مالیاتی اخبار کی حیثیت سے اس کا سب سے بڑا حریف لندن، برطانیہ سے شایع
Ghazal ke baare mein kaha jaata hai ki us ka sab se bada numainda jis ne us ko baaqaida riwaaj diya tha.,غزل کے بارے میں کہا جاتا ہے کہ اس کا سب سے بڑا نمائندہ جس نے اس کو باقاعدہ رواج دیا تھا۔
August Gregorian saal ka aathwaan mahina hai.,اگست گريگورين سال کا آٹھواں مہينہ ہے۔
"ye China aur Bharat ke darmiyaan had hai, agarche hukoomat China ko is kee qaanooni haisiyat se ikhtelaaf hai.",یہ چین اور بھارت کے درمیان حد ہے، اگرچہ حکومت چین کو اس کی قانونی حیثیت سے اختلاف ہے۔
jagah ke muntazimin mohammad ali hi ki zindagi main un ka naam zamin par naqsh karna chahte the.,جگہ کے منتظمین محمد علی ہی کی زندگی میں ان کا نام زمین پر نقش کرنا چاہتے تھے۔
chaal 13245 rasta hai kiyon ke is mein tamaam kinaare mukhtalif hain aur tamaam raas bhi mukhtalif hain.,چال 13245 رستہ ہے کیونکہ اس میں تمام کنارے مختلف ہیں اور تمام راس بھی مختلف ہیں۔
adalaten un ka bahut ehtiram karti theen.,عدالتیں ان کا بہت احترام کرتی تھیں۔
unhon neh yeh samjhaya hai ke kyun qissa al-gharaneeq ki un ahadees par ilm hadees ke is,انہوں نے یہ سمجھایا ہے کہ کیوں قصہ الغرانیق کی ان احادیث پر علم حدیث کے اس
Cheeni aashaari aadaad ke nizaam ko chaudhveen sadi qabl maseeh se istemaal kar rahe hain.,چینی اعشاری اعداد کے نظام کو چودھویں صدی قبل مسیح سے استعمال کر رہے ہیں۔
Mohammad Ali ne misr ko aik alaqaayi quwwat mein tabdeel kar diya aur ise woh zawaal pazeer usmani sultanat ka haqiqi janasheen samajhta tha.,محمد علی نے مصر کو ایک علاقائی قوت میں تبدیل کر دیا اور اسے وہ زوال پزیر عثمانی سلطنت کا حقیقی جانشیں سمجھتا تھا۔
"wa Sufia Farsi, Arabi, Hadees, Tafseer, Fiqh, Tasawwuf, Scinece, Tibb wa Hindsa waghairah kee taaleem dete the.",و صوفیا فارسی، عربی، حدیث، تفسیر، فقہ، تصوف، سائنس، طب و ہندسہ وغیرہ کی تعلیم دیتے تھے۔
us riyaasat ke maatahat do riyaasatein theen (1)Mangarwaal (2) Babriabad,اس ریاست کے ماتحت دوریاستیں تھیں (1)منگروال (2)بابری آباد۔
isi ikhteraa ke liye chand deegar naam bhi mustamil hain jo zail mein darj kiye jaa rahe hain.,اسی اختراع کے لیے چند دیگر نام بھی مستعمل ہیں جو ذیل میں درج کیے جا رہے ہیں۔
"laikin main apni zindagi ki qasam kha kar kehta hun ke digar logon ki zindagi wo bacha nahi sakte, yahan tak ke apne beton ki zindagi bhi nahi bacha sakte.",لیکن میں اپنی زندگی کی قسم کھا کر کہتا ہوں کہ دیگر لوگوں کی زندگی وہ بچا نہیں سکتے، یہاں تک کہ اپنے بیٹوں کی زندگی بھی نہیں بچا سکتے۔
ham raat bahut roye bahut aah wa fughaan kee,ہم رات بہت روئے بہت آہ و فغاں کی
is milaad naame ka aghaz hamd se hota hai.,اس میلاد نامے کا آغاز حمد سے ہوتا ہے۔
"haram ki aurton main kohram bapa ho gaya, imam husain ne bhi girya kiya aur farmaya: azeeatuna baadaka wa inqitau zahrahu,",حرم کی عورتوں میں کہرام بپا ہو گیا، امام حسین نے بھی گریہ کیا اور فرمایا: واضیعتنا بعدک و انقطاع ظہراہ،
is waqt ki mashhoor heroin Usha Kiran aur Karan Dewan ke saath Shashi Kalaa Aur Pran film ke aham adakaar the.,اس وقت کی مشہور ہیروئین اوشا کرن اور کرن دیوان کے ساتھ ششی کلا اور پران اس فلم کے اہم اداکار تھے۔
namaze janaza jal qasiyoon main padhai gai aur qabristane jabal qasiyoon main tadfeen ki gayi.,نمازِ جنازہ جل قاسیون میں پڑھائی گئی اور قبرستانِ جبل قاسیون میں تدفین کی گئی۔
"Wang Goi - Raeesul Sultunat Tang khaandaan, qadeem China. (Paidaish: 571AD)",وانگ گوئی — رئیس السلطنت تانگ خاندان، قدیم چین۔(پیدائش: 571ء)
haqeeqi samajh sakta he; mahireene nafsiyaat ke mutabiq fehem teen aqsam samne aati hen aur ye,حقیقی سمجھ سکتا ہے؛ ماہرین نفسیات کے مطابق فہم تین اقسام سامنے آتی ہیں اور یہ
Professor Fateh Mohammad Malik,پروفیسر فتح محمد ملک
bilaakhir tabale jang baje aur faujen aamne saamne huyin.,بالاخر طبل جنگ بجے اور فوجیں آمنے سامنے ہوئیں۔
Mansoor Hlaaj ne haalate jazba mein Innal-Haq (mein sach (khuda) hoon) kahlaya tha aur apne qaul se inkaar nahin kiya.,منصور حلاج نے حالتِ جذبہ میں اناالحق (میں سچ (خدا) ہوں) کہدیا تھا اور اپنے قول سے انکار نہیں کیا۔
(9) Zamma Ashbai: ulte pesh ko kahte hain.,(9) ضَمّہ اشباعی: اُلٹے پیش کو کہتے ہیں۔
isi dauraan us ke waaldain ne us ki shaadi aik kaarobari shaksh se tai kardi taaham,اِسی دوران اُس کے والدین نے اُس کی شادی ایک کاروباری شخص سے طے کردی تاہم
"abu bazzah, abdullah ibne kaseer qari makka ke shagird hen jo qurra saba main shamil hen.",ابو بزہ، عبد اللہ ابن کثیر قاری مکہ کے شاگرد ہیں جو قراء سبعہ میں شامل ہیں۔
"Elli Avram, khususi zahoor",ایلی اورام، خصوصی ظہور
1968 AD main un ki kitab Europ main urdu main Shae hui jis main unhon ne Europ ki librariyon main maujood urdu zaban ky makhtooton ka suragh lagaya,1968ء میں ان کی کتاب یورپ میں اردو شائع ہوئی جس میں انہوں نے یورپ کی لائبیریر یوں میں موجود اردو زبان کے مخطوطوں کاسراغ لگایا
"pehla arabic tarjuma ""qaidatul noor"" ke naam se 1415H mein madrasa saultiya makkah mukarma ke ustad Sayeed Ahmad Anayat","پہلا عربی ترجمہ ""قاعدۃ النور"" کے نام سے 1415ھ میں مدرسہ صولتیہ مکہ مکرمہ کے استاد سعید احمد عنایت"
Rasool Allah ne Abdul Azi se farmaya to Abdullah ho aur Abu Roa se farmaya tum dushman ko Insha Allah dahla doge.,رسول اللہ نے عبد العزی سے فرمایا تو عبد اللہ ہو اور ابو روعہ سے فرمایا تم دشمن کو ان شاء اللہ دہلا دوگے۔
is kee taareekhi haisiyat ke baare Ahmad Raza Khan tahreer karte hain,اس کی تاریخی حیثیت کے بارے احمد رضا خان تحریر کرتے ہیں
kaali se hasb zail morad ho satke hain:,کالی سے حسب ذیل مراد ہو سکتے ہیں:
Syed Ahmad Ali Mohmmad Aabaadi,سید احمد علی محمد آبادی
woh shadi bayah ke khilaaf thi.,وہ شادی بیاہ کے خلاف تھی۔
kee bahbood wa taraqqi aur achhoot ka khaatma jaise aham maidaanon tak wasee ho gaya.,کی بہبود و ترقی اور اچھوت کا خاتمہ جیسے اہم میدانوں تک وسیع ہو گیا۔
"signals rooms aur railway pulon ke qareeb banayi gayi hifazati chaukiyaan, godam aur mulazimeen kee rihaishi coloniyaan har cheez taameeraat kee duniya ka ek shahkaar theen !",سگنلز رومز اور ریلوے پلوں کے قریب بنائی گئی حفاظتی چوکیاں، گودام اور ملازمین کی رہائشی کالونیاں ہر چیز تعمیرات کی دنیا کا ایک شاہکار تھیں !
aik jayeze ke mutabiq is waqt tak 83 assemblian in sainkdon muqamaat mein qaayam ho gayee theen jahan,ایک جائزے کے مطابق اس وقت تک 83 اسمبلیاں ان سیکڑوں مقامات میں قائم ہو گئی تھی جہاں
"Rahman Baahli aur Eisa bin Zaraa Salma, malook takharistan, malook maora al nahar aur balkh wa ahal tramuz sab ko mujtama karke aur Yahya bin Nayeem ko ma is ke humrahiyon ke humrah",الرحمن باہلی اور عیسیٰ بن زرعہ سلمی، ملوک طخارستان، ملوک ماورالنہر اور بلخ واہلِ ترمذ سب کومجتمع کرکے اور یحییٰ بن نعیم کومعہ اس کے ہمراہیوں کے ہمراہ
hadees mein zaeef the lekin qirrat mein imaamat ke martaba par faayiz the.,حدیث میں ضعیف تھے لیکن قراء ت میں امامت کے مرتبہ پر فائز تھے۔
is ilaaqe mein aise tamaam qawaaneen fauri taur par kaal-adam tasawwur kiye jaayen ge (adaalatein) daarul qaza ke alaawah mazkoorah ilaaqe,اس علاقے میں ایسے تما م قوانین فوری طور پر کالعدم تصور کیے جائیں گے (عدالتیں )دار القضاکے علاوہ مذکورہ علاقے
foundation ki baazaabta website,فاؤنڈیشن کی باضابطہ ویب سائٹ
100H mein wo Mecca mukarrama mein maujood the.,100ھ میں وہ مکہ مکرمہ میں موجود تھے۔
apne career ka aaghaz qaumi cricket team ke liye khailtay hue November 2016 mein kiya.,اپنے کریئر کا آغاز قومی کرکٹ ٹیم کے لیے کھیلتے ہوئے نومبر 2016ء میں کیا۔
Allah Taala ne kitni kitaabein naazil farmaayin?,اللہ تعالیٰ نے کتنی کتابیں نازل فرمائیں؟
kinith andersonsn scotish al-nasal they aur un ka khandan cheh pushton se hindostan mein abad hai.,کینیتھ اینڈرسن سکاٹش النسل تھے اور ان کا خاندان چھ پشتوں سے ہندوستان میں آباد ہے۔
"S 515, Pakistan Cronicle, Aqeel Abbas Jafri, wirsa / Faazli suns, Karachi, 2010",ص 515، پاکستان کرونیکل، عقیل عباس جعفری، ورثہ / فضلی سنز، کراچی، 2010ء
mazeed dekhiye: aasaare Iqbal,مزید دیکھیے: آثار اقبال
Dar haqeeqat sarkari ohdedar gahe gahe bahai marakaz par tqarib ka hissa rahay hain.,در حقیقت سرکاری عہدیدار گاہے گاہے بہائی مراکز پر تقاریب کا حصہ رہے ہیں۔
"banks town ship, fight county, iuva",بینکس ٹاؤن شپ، فائیٹ کاؤنٹی، آئیووا
"Iqbal ka fikri nazaam aur pakistan ka tasawwur. sang meel publication's, lahore (Iqbaliyat)",اقبال کا فکری نظام اور پاکستان کا تصّور۔ سنگ میل پبلی کیشنز لاہور، (اقبالیات)
bacha khaniyara tanbira gaon bacha jo ab khaniyara sani se mashhoor hai.,بچہ کھنیارہ ثانیپرانا گاؤں بچہ جو اب کھنیارہ ثانی سے مشہور ہے۔
"ho gaya, teen mahine tak ahle Nahadand muhaasra mein rahe, aakhir Nahadand fateh ho gaya aur bahut se",ہو گیا، تین مہینے تک اہلِ نہادند محاصرہ میں رہے، آخرنہادند فتح ہو گیا اور بہت سے
un kee ek tahreer kardah zi asar kitaab Satyarthi Prakash ne tahreeke aazaadi Hind mein madad kee.,ان کی ایک تحریر کردہ ذی اثر کتاب ستیارتھ پرکاش نے تحریک آزادی ہند میں مدد کی۔
mumbai ka pehle daura karne ke baad Jamaal Afandi 1875 mein karachi ka daura apne junoobi asia ke daure ke hisse ke taur per kiye.,ممبئی کا پہلے دورہ کرنے کے بعد، جمال آفندی 1875ء میں کراچی کا دورہ اپنے جنوبی ایشیا کے دورے کے حصے کے طور پر کیے۔
aakhir-kaar us waqt kee Bharati wazeere azam Rajiv Gandhi ne un mutaalibaat ko tasleem kar liya.,آخرکار اس وقت کی بھارتی وزیر اعظم راجیو گاندھی نے ان مطالبات کو تسلیم کر لیا۔
Khaalsa fauj ko hamle ke liye uksaaya gaya aur unhon ne apne ikaabireen kee qiyaadat mein Satluj paar angrezon par hamla kar diya.,خالصہ فوج کو حملے کی لیے اکسایا گیا اور انہوں نے اپنے اکابرین کی قیادت میں ستلج پار انگریزوں پر حملہ کر دیا۔
